lastName, firstName, position, points, sponsors, age, nationality, nationality_full, stance, height, residence, resort, website, facebook, twitter 
Gerard,  Redmond, 1, 882.98, Burton Snowboards | Celtek | Mountain Dew | Von Zipper | Wend Wax | Woodward Copper | , 20, USA, United States, Regular, 5ft.4in., Silverthorne, Copper, www.redgerard.net, www.facebook.com/redgerard, www.twitter.com/@RedmondGerard, , , 
Klundt,  Carson, 246, 159.38, , , USA, United States, , , , , , , , , , 
Negishi,  Ukyo, 247, 159.37, , , JPN, Japan, , , , , , , , , , 
Finnemore,  Samuel, 248, 158.11, , , NZL, New Zealand, , , , , , , , , , 
Ershov,  Petr, 249, 157.04, , , RUS, Russian Federation, , , , , , , , , , 
Hauschildt,  Kian Christopher, 250, 156.68, , , BRA, Brazil, , , , , , , , , , 
Kauranen,  Mitja, 251, 156.47, , , FIN, Finland, , , , , , , , , , 
Little,  Alec, 252, 156.21, , , USA, United States, , , , , , , , , , 
Nunez,  Jascha, 253, 156.05, , , AUT, Austria, , , , , , , , , , 
Reeves,  Joshua, 254, 155.24, , , CAN, Canada, , , , , , , , , , 
Eli,  Bouchard, 255, 154.64, , , CAN, Canada, , , , , , , , , , 
Scherrer,  Ian, 256, 154.58, , , CAN, Canada, , , , , , , , , , 
Rodriguez,  Lukas, 257, 154.5, , , ESP, Spain, , , , , , , , , , 
Aalto,  Roni, 258, 153.58, , , FIN, Finland, , , , , , , , , , 
Klein,  Oskar, 259, 153.22, , 19, CAN, Canada, , , , , , , , , , 
Cannicionnie,  Julien, 260, 153.19, , , CAN, Canada, , , , , , , , , , 
Cantelon,  Jonah, 261, 152.94, , , CAN, Canada, , , , , , , , , , 
Bucher,  Jeremy, 262, 152.87, , , SUI, Switzerland, , , , , , , , , , 
Abe,  Jinichiro, 263, 152.8, , , JPN, Japan, , , , , , , , , , 
Matteoli,  Ian, 264, 152.61, , , ITA, Italy, , , , , , , , , , 
Cornillat,  Lucas, 265, 152.08, , , FRA, France, , , , , , , , , , 
Schipani,  Dante, 266, 151.23, , , USA, United States, , , , , , , , , , 
Obata,  Kaishi, 267, 150.89, , , JPN, Japan, , , , , , , , , , 
Kimura,  Kira, 268, 150.79, , , JPN, Japan, , , , , , , , , , 
Holtzapfel,  Casper, 269, 150.44, , , NED, NED, , , , , , , , , , 
Lunn,  Tobias, 270, 150.15, , , NOR, Norway, , , , , , , , , , 
Amsuess,  Moritz, 271, 148.97, OutOf Goggles | Rip Curl | Santa Cruz | Santo Loco Shop | , 21, AUT, Austria, Goofy, , , , , , , , , 
Rygh,  Vetle, 272, 148.91, , , NOR, Norway, , , , , , , , , , 
Ganserer,  Jakob, 273, 148.17, , , GER, Germany, , , , , , , , , , 
Bastiaansen,  Erik, 274, 147.82, Ride Snowboards | Smith | , 22, NED, NED, Regular, , Terneuzen, , , , , , , 
Owczarek,  Krzysztof, 275, 147.06, , , POL, Poland, , , , , , , , , , 
Behensky,  Lukas, 276, 146.78, , , AUT, Austria, , , , , , , , , , 
Lamoureux,  Mathis, 277, 146.71, , , CAN, Canada, , , , , , , , , , 
Burns,  Owen, 278, 146.1, , 17, CAN, Canada, , , , , , , , , , 
Bidegain,  Pedro, 279, 145.27, , , ARG, Argentina, , , , , , , , , , 
Poulin,  Patrice, 280, 145.25, , 20, CAN, Canada, , , , , , , , , , 
Foy,  Rakim, 281, 144.94, , 18, NED, NED, , , , , , , , , , 
Pauli,  Stan, 282, 144.81, K2 Snowboarding | , 18, NED, NED, Goofy, , , , , , , , , 
Sandblom,  Shayne, 283, 144.5, , , USA, United States, , , , , , , , , , 
Waite,  Harrison, 284, 144.37, , , GBR, United Kingdom, , , , , , , , , , 
Berger,  Liam, 285, 143.13, , , CAN, Canada, , , , , , , , , , 
Merimee Mantovani,  Luca, 286, 143.11, , , FRA, France, , , , , , , , , , 
Shirakawa,  Mafuyu, 287, 143.09, , , JPN, Japan, , , , , , , , , , 
Wijnstra,  Thom, 288, 142.86, , , NED, NED, , , , , , , , , , 
Abozovik,  Nikita, 289, 142.81, , , RUS, Russian Federation, , , , , , , , , , 
Eibl,  Maxwell, 290, 142.6, , , CAN, Canada, , , , , , , , , , 
Hoffman,  Chris, 291, 141.25, , , RUS, United States, , , , , , , , , , 
Jaromin,  Jan, 292, 140.69, , 18, POL, Poland, , , Myslowice, , , , , , , 
Colebrook,  Aidan, 293, 140.63, , , CAN, Canada, , , , , , , , , , 
Cavanagh,  Connor, 294, 140.28, , , USA, United States, , , , , , , , , , 
Holzinger,  Dominik, 295, 137.98, , , AUT, Austria, , , , , , , , , , 
Allemand,  Romain, 296, 137.35, , , FRA, France, , , , , , , , , , 
Zawalykut,  Riley, 297, 136.84, , , CAN, Canada, , , , , , , , , , 
Almqvist,  William, 298, 136.68, , , SWE, Sweden, , , , , , , , , , 
Tarakanov,  Igor, 299, 136.39, , , , Russian Federation, , , , , , , , , , 
Bosch,  Anthon, 300, 135.28, Burton Snowboards | , 24, RSA, RSA, Regular, 180cm, Transtrand, Kläppen| Sälen, anthonbosch.com, https://www.facebook.com/anthon.bosch, , , , 
Leleu,  Martin, 301, 135.25, , , FRA, France, , , , , , , , , , 
Mork Danielsen,  Jonas, 302, 134.68, , , NOR, Norway, , , , , , , , , , 
Prentice,  Raymond, 303, 134.68, , , GBR, United Kingdom, , , , , , , , , , 
Dibben,  Jace, 304, 134.47, , 19, CAN, Canada, , , , , , , , , , 
Kuhar,  Ozbe, 305, 134.18, , , SLO, SLO, , , , , , , , , , 
Toledo,  Antoni, 306, 133.54, , , ESP, Spain, , , , , , , , , , 
Mortenson,  Jared, 307, 133.52, , , USA, United States, , , , , , , , , , 
Grassis,  Marcello, 308, 132.61, , , ITA, Italy, , , , , , , , , , 
Ju,  Sikyung, 309, 132.37, , , KOR, Korea, Republic of, , , , , , , , , , 
Goebel,  Ethen, 310, 132.36, , , USA, United States, , , , , , , , , , 
Valjus,  Antti, 311, 131.57, , , FIN, Finland, , , , , , , , , , 
Frischhut,  Paul, 312, 131.43, , , AUT, Austria, , , , , , , , , , 
Fasola,  Manuel, 313, 131.06, , , ARG, Argentina, , , , , , , , , , 
Kronlund,  Stian, 314, 130.72, , 18, NOR, Norway, Regular, , , , , , , , , 
Svendsen Tessan,  Jakob, 315, 130.64, , , NOR, Norway, , , , , , , , , , 
Sukke,  Niklas, 316, 129.99, , , NOR, Norway, , , , , , , , , , 
Coyne,  Jack, 317, 129.79, Anon Optics | Burton Snowboards | , 18, USA, United States, Regular, , Edwards, , , , , , , 
Deutinger,  Maximilian, 318, 129.44, , , AUT, Austria, , , , , , , , , , 
Fornes,  Anders, 319, 129.03, , , NOR, Norway, , , , , , , , , , 
Ayoubi,  Hudson, 320, 128.81, , , AUS, Australia, , , , , , , , , , 
Wikohika,  Tui, 321, 128.74, , , NZL, New Zealand, , , , , , , , , , 
Kawashita,  Jumpei, 322, 128.4, , , JPN, Japan, , , , , , , , , , 
Mouton,  Boris, 323, 128.29, Monster Energy | Vans | , 23, SUI, Switzerland, Goofy, 5ft.8in., Bex, Thyon central Camps, , www.facebook.com/boris.mouton, www.twitter.com/borismouton, , , 
Kim,  Gyeonguk, 324, 127.37, Capita | FLUX BINDINGS | 686 | , 19, KOR, Korea, Republic of, Regular, , Changwon, , , , , , , 
Kolarevic,  Janko, 325, 127.17, , 23, SRB, Serbia, , , , , , , , , , 
D'Astous,  Charles-Eric, 326, 127.07, , 16, CAN, Canada, , , , , , , , , , 
George,  Quentin, 327, 126.81, , 18, CAN, Canada, , , , , , , , , , 
Martin,  Kade, 328, 126.71, , , USA, United States, , , , , , , , , , 
Burns,  Henry, 329, 126.17, , , CAN, Canada, , , , , , , , , , 
Reicher,  Felix, 330, 126.0, , , AUT, Austria, , , , , , , , , , 
Huuhtanen,  Juhani, 331, 125.85, , , FIN, Finland, , , , , , , , , , 
Hovde Pettersen,  Adrian, 332, 125.54, , , NOR, Norway, , , , , , , , , , 
Gyosharkov,  Petar, 333, 125.51, , 24, BUL, BUL, Regular, , Samokov, , , , , , , 
Cielen,  Joshua, 334, 125.43, , , CAN, Canada, , , , , , , , , , 
Petit,  Noe, 335, 124.89, , , FRA, France, , , , , , , , , , 
Cachat,  Juan, 336, 124.59, Vans | , 20, FRA, France, Goofy, , Thollon Les Memises, , , , , , , 
Poll,  Bart, 337, 124.3, , , NED, NED, , , , , , , , , , 
Buchel,  Ben, 338, 124.15, , , CAN, Canada, , , , , , , , , , 
Hietikko,  Jere, 339, 123.85, , , FIN, Finland, , , , , , , , , , 
OESTRENG,  Aleksander, 340, 123.27, Hoppipolla | Monster Energy | Rome | , 29, NOR, Norway, Regular, 176cm, Rykkinn, Kirkerudbakken and Geilo, , , , , , 
Hendriks,  Lucas, 341, 123.04, , , NED, NED, , , , , , , , , , 
Boudjelal,  Yannick, 342, 122.43, , 35, DZA, , Goofy, , , , , , , , , 
Roll,  Bo, 343, 122.31, , , NOR, Norway, , , , , , , , , , 
Mattsson,  Niklas, 344, 122.15, Colour Wear | Dragon | Rome | Transform Gloves | , 28, SWE, Sweden, Regular, 186cm, Sundsvall, Sidelake, , , , , , 
Heflin,  Bodie, 345, 121.34, , , USA, United States, , , , , , , , , , 
Frey,  Emil, 346, 121.25, , , GER, Germany, , , , , , , , , , 
Venderotte,  Tom, 347, 121.14, , 19, FRA, France, , , , , , , , , , 
Salac,  Kristian, 348, 121.0, , , CZE, Czech Republic, , , , , , , , , , 
Shambo,  Grant, 349, 120.93, , , USA, United States, , , , , , , , , , 
Hensold,  Nanno, 350, 120.9, , , GER, Germany, , , , , , , , , , 
Moreno,  Valentin, 351, 120.76, , , ARG, Argentina, , , , , , , , , , 
Eckert,  Luis, 352, 120.72, , 24, GER, Germany, Goofy, , , , , , , , , 
Gifford,  Morris, 353, 120.15, , , USA, United States, , , , , , , , , , 
He,  Wei, 354, 119.96, , , CHN, China, , , , , , , , , , 
Huber,  Niklas, 355, 119.93, , 16, GER, Germany, , , , , , , , , , 
Marchiel,  Corben, 356, 119.4, , , CAN, Canada, , , , , , , , , , 
MacAulay,  Spencer, 357, 119.34, , , CAN, Canada, , , , , , , , , , 
Fox,  Nick, 358, 118.24, , , USA, United States, , , , , , , , , , 
Sigel,  Gus, 359, 118.21, , , USA, United States, , , , , , , , , , 
Carr,  Kyle, 360, 118.19, , , CAN, Canada, , , , , , , , , , 
Kelly,  Connor, 361, 117.54, , , CAN, Canada, , , , , , , , , , 
Lee,  Hyun-Jun, 362, 117.32, , , KOR, Korea, Republic of, , , , , , , , , , 
Chemodurov,  Yuriy, 363, 117.29, , 30, RUS, Russian Federation, Goofy, , Yushno-Sakhalinsk, , , , , , , 
Minamiya,  Hanato, 364, 116.81, , , JPN, Japan, , , , , , , , , , 
Ceron,  Diego, 365, 116.72, , 27, CHI, CHI, , , , , , , , , , 
Biele,  Gian Andrin, 366, 116.55, 015 Boards & Lifestyle | , 17, SUI, Switzerland, , , Stallikon, LAAX, , , , , , 
Sakaue,  Hinata, 367, 116.49, , , JPN, Japan, , , , , , , , , , 
Fejgl,  Samuel, 368, 115.36, , , CZE, Czech Republic, , , , , , , , , , 
Liu,  Haoyu, 369, 115.24, , , CHN, China, , , , , , , , , , 
Gray,  Charles, 370, 115.18, , , USA, United States, , , , , , , , , , 
Bulat,  Stephan, 371, 115.0, , , CAN, Canada, , , , , , , , , , 
Baskakov,  Ilia, 372, 114.83, , , RUS, Russian Federation, , , , , , , , , , 
Zaczyk,  MacIej, 373, 114.15, , , POL, Poland, , , , , , , , , , 
Ney,  Oscar, 374, 113.86, , , FRA, France, , , , , , , , , , 
Schiele,  Donovan, 375, 113.23, , , CAN, Canada, , , , , , , , , , 
Horky,  Vojtech, 376, 112.61, , , CZE, Czech Republic, , , , , , , , , , 
Patronen,  Roope, 377, 111.92, , , FIN, Finland, , , , , , , , , , 
Ishida,  Eito, 378, 111.69, , , JPN, Japan, , , , , , , , , , 
Muranaka,  Kosuke, 379, 111.57, , , JPN, Japan, , , , , , , , , , 
Allen,  Jeremy, 380, 110.87, , 18, CAN, Canada, , , , , , , , , , 
Teimurov,  Mark, 381, 110.57, , 23, RUS, Russian Federation, , , , , , , , , , 
Kikas,  Marten, 382, 109.82, , , EST, Estonia, , , , , , , , , , 
Layzell,  Chase, 383, 109.46, , 19, CAN, Canada, , , , , , , , , , 
Watson,  Noah, 384, 109.45, , , CAN, Canada, , , , , , , , , , 
Berdal Holm,  Jonas, 385, 109.33, , , NOR, Norway, , , , , , , , , , 
Kropov,  Volodymyr, 386, 109.26, , , UKR, Ukraine, , , , , , , , , , 
Virsunen,  Juho, 387, 109.13, , , FIN, Finland, , , , , , , , , , 
Steele,  Sunny, 388, 108.94, , 17, AUS, Australia, , , , , , , , , , 
Granli-Sommerud,  Andreas, 389, 108.63, , , NOR, Norway, , , , , , , , , , 
ROBERTSON-HAHN,  Joshua, 390, 108.58, , , AUS, Australia, , , , , , , , , , 
Salleras,  Narcis, 391, 107.56, , , ESP, Spain, , , , , , , , , , 
Won,  Youngkyo, 392, 107.19, , , KOR, Korea, Republic of, , , , , , , , , , 
Brown,  Nayte, 393, 106.66, , , CAN, Canada, , , , , , , , , , 
Jablonski,  Max, 394, 106.58, , , CAN, Canada, , , , , , , , , , 
Mostovoi,  Konstantin, 395, 106.39, , , RUS, Russian Federation, , , , , , , , , , 
Kervinen,  Nooa, 396, 106.08, , , FIN, Finland, , , , , , , , , , 
Hlynsson,  Reynar, 397, 105.75, , , ISL, Iceland, , , , , , , , , , 
McCorrister,  Maddox, 398, 105.66, , , CAN, Canada, , , , , , , , , , 
Lane,  Charlie, 399, 105.36, , , GBR, United Kingdom, , , , , , , , , , 
Gao,  Xuesong, 400, 105.32, , , CHN, China, , , , , , , , , , 
Eckert,  Coltan, 401, 105.23, , 17, CAN, Canada, , , , , , , , , , 
Mukai,  Kaito, 402, 104.52, , , JPN, Japan, , , , , , , , , , 
Pentecote,  Eliot, 402, 104.52, , , FRA, France, , , , , , , , , , 
Uehara,  Takuya, 404, 104.19, , 29, JPN, Japan, , , , , , , , , , 
Pothier,  Xavier, 405, 102.98, , , CAN, Canada, , , , , , , , , , 
Hirai,  Riku, 406, 102.35, , , JPN, Japan, , , , , , , , , , 
Peeters,  Lorenzo, 407, 102.07, Capita | , , BEL, Belgium, Goofy, , , , , , , , , 
Netland,  Walker, 408, 101.91, , , USA, United States, , , , , , , , , , 
Kamissek,  Luka, 409, 101.65, , , GER, Germany, , , , , , , , , , 
Zanka,  Roman, 410, 101.32, , , CZE, Czech Republic, , , , , , , , , , 
Lotz,  Peter, 411, 101.3, , , GER, Germany, , , , , , , , , , 
Nedielka,  Tadeas, 412, 101.23, , , SVK, Slovakia, , , , , , , , , , 
Haug,  Thorbjorn, 413, 101.02, , , NOR, Norway, , , , , , , , , , 
Okajima,  Daia, 414, 100.96, , , JPN, Japan, , , , , , , , , , 
Matena,  Timon, 415, 100.39, , , CZE, Czech Republic, , , , , , , , , , 
Harrison,  Tyler, 416, 100.2, , , CAN, Canada, , , , , , , , , , 
Fredlund,  Fredrik, 417, 100.0, , , SWE, Sweden, , , , , , , , , , 
Turpeinen,  Tuomas, 418, 99.95, , , FIN, Finland, , , , , , , , , , 
Seo,  Gyeong, 419, 99.59, , , KOR, Korea, Republic of, , , , , , , , , , 
Dovjak,  Eric, 420, 99.47, , , AUT, Austria, , , , , , , , , , 
Hunter,  Colin, 421, 99.39, , , CAN, Canada, , , , , , , , , , 
Skhvediani,  Jaba, 422, 98.9, , , GEO, , , , , , , , , , , 
Rogers,  Mac, 423, 97.93, , , NZL, New Zealand, , , , , , , , , , 
Falhaber,  Bart, 424, 97.82, , , NED, NED, , , , , , , , , , 
Hafsahl,  Storm, 425, 97.59, , , NOR, Norway, , , , , , , , , , 
Partanen,  Aatu, 426, 97.56, , , FIN, Finland, , , , , , , , , , 
Johansson,  Borgthor Omar, 427, 96.97, , , ISL, Iceland, , , , , , , , , , 
Sutton,  Alfred, 428, 96.47, , , FRA, France, , , , , , , , , , 
Schweizer,  Mika, 429, 96.45,  | , 12, GER, Germany, Goofy, 142, Kempten, Allgaeu Valley in Bavaria - Germany, , https://www.facebook.com/groups/1042965525731760/?ref=group_header, , , , 
Inokuchi,  Wayu, 430, 96.17, , , JPN, Japan, , , , , , , , , , 
Zhang,  Jiahao, 431, 95.97, , , CHN, China, , , , , , , , , , 
Cavers,  George, 432, 95.59, , , USA, United States, , , , , , , , , , 
Kim,  Sang-Jae, 433, 95.29, , , KOR, Korea, Republic of, , , , , , , , , , 
Hoeksema,  Steven, 434, 94.95, , , CAN, Canada, , , , , , , , , , 
Joensuu,  Topias, 435, 94.71, , , FIN, Finland, , , , , , , , , , 
Sundsvold Bjonness,  Emil, 435, 94.71, , , NOR, Norway, , , , , , , , , , 
Yang,  Wenlong, 437, 94.64, , , CHN, China, , , , , , , , , , 
Kallos,  Anderson, 438, 94.6, , , CAN, Canada, , , , , , , , , , 
Steed,  Jackson, 439, 94.59, , , CAN, Canada, , , , , , , , , , 
Muhonen,  Anton, 440, 94.03, , , SWE, Sweden, , , , , , , , , , 
Batchelor,  Zachary, 441, 93.93, , , CAN, Canada, , , , , , , , , , 
Tucker,  Rio, 442, 93.88, , , CAN, Canada, , , , , , , , , , 
Jinguji,  Kaito, 443, 93.87, , , JPN, Japan, , , , , , , , , , 
Kleivdal,  Morten, 444, 93.85, K2 Snowboarding | Von Zipper | , 29, NOR, Norway, Regular, 183, Geilo, Geilo| Norway, , , , , , 
Christensen,  Christian, 445, 93.11, , , NOR, Norway, , , , , , , , , , 
Saito,  Yuto, 446, 92.36, , , JPN, Japan, , , , , , , , , , 
Sitzia,  Leonardo, 447, 92.3, , , GER, Germany, , , , , , , , , , 
Teksle,  Petter, 448, 91.99, , , NOR, Norway, , , , , , , , , , 
Zverina,  Petr, 449, 91.29, , , CZE, Czech Republic, , , , , , , , , , 
Jedrej,  Joseph, 450, 91.1, , , CAN, Canada, , , , , , , , , , 
Alexis,  Genest, 451, 91.06, , , CAN, , , , , , , , , , , 
Montalvo,  Blake, 452, 90.87, , , CAN, , , , , , , , , , , 
Duncan,  Roahan, 453, 90.64, , , GBR, , , , , , , , , , , 
Vera,  Dante, 454, 90.18, , , ARG, , , , , , , , , , , 
Oki,  Fuki, 455, 90.11, , , JPN, , , , , , , , , , , 
Malcolm,  George, 456, 89.97, , , CAN, , , , , , , , , , , 
Parkinson,  Jesse, 456, 89.97, Go Pro Cameras | Quiksilver | Skullcandy | , 15, AUS, , Regular, , , , , , , , , 
De Baets,  Rune, 458, 89.85, , , BEL, , , , , , , , , , , 
Berghorn,  Gavin, 459, 88.76, , , USA, , , , , , , , , , , 
Bridgman,  Nicholas, 460, 88.47, Northwave | Smith | , 27, ITA, , Goofy, 179, Jesolo Lido, Seiser Alm, , Nicholas Bridgman, , , , 
Axelsson,  Felix, 461, 88.23, , , SWE, , , , , , , , , , , 
Pare,  Nathan, 462, 88.18, , , USA, , , , , , , , , , , 
Delaurier,  Tyson, 463, 87.85, , , CAN, , , , , , , , , , , 
Rawdon-Harris,  Ethan, 464, 87.31, , , CAN, , , , , , , , , , , 
Scanland,  Cyrus, 465, 87.17, , , CAN, , , , , , , , , , , 
Haefliger,  Lars, 466, 87.12, , , SUI, , , , , , , , , , , 
Justin,  Perron, 467, 87.08, , , CAN, , , , , , , , , , , 
Henricksen,  Dillon, 468, 86.99, , , USA, , , , , , , , , , , 
Toman,  Vaclav, 469, 86.19, , 17, CZE, , Goofy, , Prague, , , , , , , 
Schwiersch,  Leonhard, 470, 85.26, , , GER, , , , , , , , , , , 
Kreienbuehl,  Gabriel Tim, 471, 85.1, , , SUI, , , , , , , , , , , 
Mukai,  Takeru, 472, 84.71, , , JPN, , , , , , , , , , , 
Alkefjaerd,  Daniel, 473, 84.65, Dr.Zipe | , 23, SWE, , Regular, , , , , , , , , 
Laine,  Juho, 474, 84.44, , , FIN, , , , , , , , , , , 
Zabela,  Siarhei, 475, 84.16, , , BLR, , , , , , , , , , , 
Vargdal,  Sigurd, 476, 84.11, , , NOR, , , , , , , , , , , 
Foord-Kelcey,  James, 477, 83.79, , , CAN, , , , , , , , , , , 
Hicks,  Kieran, 478, 83.79, Lib Technologies | Von Zipper | , 10, CAN, , Goofy, , , , , , , , , 
Todd,  Connor, 479, 83.7, , , CAN, , , , , , , , , , , 
MacZugowski,  Jedrzej, 480, 83.38, , , POL, , , , , , , , , , , 
Ulseth Sylte,  Vegard, 481, 83.36, , , NOR, , , , , , , , , , , 
MacIsaac,  Jordan, 482, 83.23, , , CAN, , , , , , , , , , , 
Warren,  Bo, 483, 82.96, Lib Technologies | , 23, USA, , , , , , , , , , , 
Hannibal,  Linus, 484, 82.56, , , GER, , , , , , , , , , , 
Depriest,  Brooklyn, 485, 82.24, Volcom | , 14, USA, , Regular, , Rocklin, , , , , , , 
Fujiwara,  Yuki, 486, 82.09, , , JPN, , , , , , , , , , , 
Barin,  Cesar, 487, 82.06, , , FRA, , , , , , , , , , , 
Girotto,  Cesare Emanuele, 488, 81.91, , , ITA, , , , , , , , , , , 
Nickel,  Jacob, 489, 81.85, , , CAN, , , , , , , , , , , 
Krall,  Timo, 490, 81.72, , , AUT, , , , , , , , , , , 
Eldood,  Kamal, 491, 81.37, , , CAN, , , , , , , , , , , 
Soic,  Mauro, 492, 80.98, , , CRO, , , , , , , , , , , 
Plur De La Rosa,  Joao, 493, 80.69, , 10, GER, , , , , , , , , , , 
Mikalsen Ostby,  Simon, 494, 80.63, , , NOR, , , , , , , , , , , 
Chen,  Maxson, 495, 80.36, , , AUS, , , , , , , , , , , 
Buraud,  Jules, 496, 79.85, , , FRA, , , , , , , , , , , 
Golinczak,  Jan, 497, 79.82, , 13, POL, , Goofy, , Warsaw, , , , , , , 
Hamilton,  Mason, 498, 79.62, , , CAN, , , , , , , , , , , 
Ernst,  Wyatt, 499, 79.51, , , CAN, , , , , , , , , , , 
Magee,  Chris, 500, 78.83, , , USA, , , , , , , , , , , 
Lebedev,  Maxim, 501, 78.8, , , CZE, Czech Republic, , , , , , , , , , 
Ostapovich,  Kale, 502, 78.77, , , CAN, Canada, , , , , , , , , , 
Jovic,  Todor, 503, 78.4, , , SRB, Serbia, , , , , , , , , , 
Kelly,  Connor, 504, 78.39, , , USA, United States, , , , , , , , , , 
Melville Ives,  Cam, 505, 78.05, , , NZL, New Zealand, , , , , , , , , , 
Karoliussen,  Petter, 506, 77.97, , , NOR, Norway, , , , , , , , , , 
Inman,  Ethan, 507, 77.91, , , CAN, Canada, , , , , , , , , , 
Kroell,  Jonas, 508, 77.69, , , AUT, Austria, , , , , , , , , , 
Pizarro,  Pedro, 509, 77.62, , , CHI, CHI, , , , , , , , , , 
Yonemura,  Toranosuke, 510, 77.34, , , JPN, Japan, , , , , , , , , , 
Lemke,  Derek, 511, 77.15, , , USA, United States, , , , , , , , , , 
Rustad,  Markus, 512, 77.02, , 24, NOR, Norway, Regular, , Oslo, , , , , , , 
Pfrommer,  Paul, 513, 76.95, , , GER, Germany, , , , , , , , , , 
Argue,  Chase, 514, 76.93, , , CAN, Canada, , , , , , , , , , 
Pajer,  Mikolas, 515, 76.81, Analog | Anon Optics | Burton Snowboards | , 23, CZE, Czech Republic, Goofy, , , , , , , , , 
Karahasanovic,  Amar, 516, 76.5, , , BIH, Bosnia and Herzegovina, , , , , , , , , , 
Kim,  Hyobin, 517, 76.38, , , KOR, Korea, Republic of, , , , , , , , , , 
Wilson,  Indiana, 518, 76.23, , , CAN, Canada, , , , , , , , , , 
Kaemingh,  Carter, 519, 76.08, , , CAN, Canada, , , , , , , , , , 
Jukola,  Ville, 520, 75.88, , , FIN, Finland, , , , , , , , , , 
Billiet,  Niels, 521, 75.55, , , BEL, Belgium, , , , , , , , , , 
Ahonen,  Samu, 522, 75.44, , , FIN, Finland, , , , , , , , , , 
Yoshida,  Teruki, 523, 75.41, , , JPN, Japan, , , , , , , , , , 
Dale Nyqvist,  Alexander, 524, 75.08, , , NOR, Norway, , , , , , , , , , 
Brandsoy,  Jalen, 525, 74.16, , , USA, United States, , , , , , , , , , 
Moore,  Lewis, 526, 74.05, , , GBR, United Kingdom, , , , , , , , , , 
Bender,  Maximilian, 527, 73.75, , , GER, Germany, , , , , , , , , , 
Arason,  Birkir Thor, 528, 73.73, , , ISL, Iceland, , , , , , , , , , 
Steffensen,  Lasse, 529, 73.48, , , NOR, Norway, , , , , , , , , , 
Deriban,  Karlo, 530, 73.47, , , MKD, Macedonia, The Former Yugoslav Republic of, , , , , , , , , , 
Gietzler,  Harald, 531, 73.4, , , AUT, Austria, , , , , , , , , , 
Paulicek,  Daniel, 532, 73.26, , 27, CZE, Czech Republic, , , , , , , , , , 
Ozturk,  Edis, 533, 72.52, , , BIH, Bosnia and Herzegovina, , , , , , , , , , 
Schiele,  Tate, 534, 72.52, , , CAN, Canada, , , , , , , , , , 
Fukami,  Keita, 535, 71.93, , , JPN, Japan, , , , , , , , , , 
Leuenberger,  Lukas, 536, 71.85, , , SUI, Switzerland, , , , , , , , , , 
Campbell,  Cobi, 537, 71.42, , , CAN, Canada, , , , , , , , , , 
Hughes,  Jet, 538, 71.4, , , NZL, New Zealand, , , , , , , , , , 
Springinsfeld,  Nahuel, 539, 71.18, , , ARG, Argentina, , , , , , , , , , 
Lee,  Kwang Ki, 539, 71.18, , 27, KOR, Korea, Republic of, Goofy, 155cm, Gyeonggi-Do, , , , , , , 
Downs,  Jayce, 541, 70.68, , , CAN, Canada, , , , , , , , , , 
Wrobel,  Evan, 542, 70.42, , , USA, United States, , , , , , , , , , 
Landmark,  Zebastian, 543, 70.03, 32 Snowboard Boots | Lib Technologies | Union Bindings | , 29, SWE, Sweden, Regular, 189, Leksand, kläppen, , , , , , 
Couderc,  Baptiste, 544, 69.73, , , FRA, France, , , , , , , , , , 
Vebra,  Gytis, 545, 69.66, , , LTU, Lithuania, , , , , , , , , , 
Hagen,  Haavard, 546, 69.47, , , NOR, Norway, , , , , , , , , , 
Ikola,  Ville, 547, 68.95, , , FIN, Finland, , , , , , , , , , 
Levy,  Griffin, 548, 68.93, , , CAN, Canada, , , , , , , , , , 
Bergantino,  Charlie, 549, 68.88, , , USA, United States, , , , , , , , , , 
Vincent,  Joyal, 550, 68.86, , , CAN, Canada, , , , , , , , , , 
Vogel,  Thom, 551, 68.8, , , NED, NED, , , , , , , , , , 
Muresan,  Wesley, 552, 68.58, , , USA, United States, , , , , , , , , , 
Banados,  Vicente, 553, 68.31, , , CHI, CHI, , , , , , , , , , 
Hiraoka,  Keitaro, 554, 67.81, , 21, JPN, Japan, Regular, 160cm, Osaka, Whistler, , https://www.facebook.com/profile.php?id=100005018760366&fref=ts, , , , 
Repo,  Kalle, 555, 67.52, , , FIN, Finland, , , , , , , , , , 
Toews,  Jeremy, 556, 67.51, , , CAN, Canada, , , , , , , , , , 
Guseli,  Valentino, 557, 66.67, Never Summer | Volcom | , 15, AUS, Australia, Regular, , Red Hill, , , , , , , 
Winkler,  Nico, 557, 66.67, , 18, AUT, Austria, Regular, , Jenbach, Ziller Valley, nicowinkler.com, , , , , 
Bothe,  Niclas, 557, 66.67, , 18, GER, Germany, Goofy, , , , , , , , , 
Hill,  Kael, 557, 66.67, DC | Endeavor | Spy | , 30, CAN, Canada, Goofy, 5ft.7, Cochrane, , , , , , , 
Biogradlic,  Faris, 557, 66.67, , , BIH, Bosnia and Herzegovina, , , , , , , , , , 
Adams,  Jake, 557, 66.67, , , CAN, Canada, , , , , , , , , , 
Tagliaferro,  Nahuel, 563, 66.61, , , AND, Andorra, , , , , , , , , , 
Bietenholz,  Leo, 564, 66.38, , , SUI, Switzerland, , , , , , , , , , 
Finnsson,  Kolbeinn Thor, 565, 66.29, , , ISL, Iceland, , , , , , , , , , 
